patent_title,patent_number,patent_type,patent_date,patent_abstract,patent_firstnamed_assignee_id,patent_firstnamed_assignee_country,patent_firstnamed_assignee_latitude,patent_firstnamed_assignee_longitude,patent_firstnamed_assignee_city,patent_firstnamed_inventor_latitude,patent_firstnamed_inventor_longitude,patent_firstnamed_inventor_city,patent_firstnamed_inventor_country,patent_firstnamed_inventor_id,assignee_key_id,assignee_organization,assignee_type,assignee_total_num_patents
Wind turbine having heliplatform arrangement and method of using same,9359911,utility,2016-06-07,"A wind turbine for generating electrical energy may include a tower, a nacelle at the top of the tower, and a rotor coupled to a generator within the nacelle. The wind turbine further includes a cooler including a spoiler and at least one cooler panel projecting above a roof of the nacelle. A heliplatform includes a support structure extending from the nacelle and at least partially integrated with the cooler. The wind turbine may also include a crane coupled to the nacelle and configured to move between a first stowed position underneath the nacelle roof and a second operational position. In the operational position, the crane is selectively positionable over the heliplatform. A method of using the wind turbine and crane is also disclosed.",org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,56.1513,10.1186,Brabrand,DK,D698726-2,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
Lifting tool for servicing of wind turbine gearbox components and method of servicing using such a tool,9587622,utility,2017-03-07,"A lifting tool (2) for use in lifting components (1,5) from a wind turbine gearbox during service or repair comprises a frame-like structure comprising interconnected beams (4,6,8,8,10,12,20,22,24,26,28) for securing to the gearbox housing once an upper housing part has been removed to provide an opening to the gearbox interior, the tool being secured to the gearbox at a periphery of the opening, and further comprising one or more pulleys (36) mounted on the frame-like structure, a lifting chain, cable, wire or rope extending over the pulley or pulleys attachable to a component (1) within the gearbox, the frame-like structure comprising a number of inter-connectable modules.",org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,29.0022,-81.3475,Beresford,AU,6443874-1,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
Wind turbine blade vibration detection and radar calibration,9856859,utility,2018-01-02,"A wind turbine (1) is provided, having a wind turbine tower (2) and at least one rotatable blade (5), and further comprising a system for measuring rotor blade vibration of said wind turbine. The system comprises at least one Doppler radar unit (7) operatively configured to emit and receive radar signals, the radar unit being mounted on the wind turbine tower at a position above the lowest position of the at least one blade, the radar unit being positioned so as to measure reflections of an emitted radar signal from the turbine blade. A processing unit is configured to receive measurement data from the radar unit and to determine, by analysis of Doppler shift in received radar signals relative to transmitted signals due to movement of the blade towards or away from the turbine tower, the velocity of the blade in the direction towards or away from the turbine tower. Using a radar unit to measure blade velocity allows a determination to be made of the vibrations occurring in the blade without needing an internal sensor in the blade. This reduces manufacturing and maintenance costs of the blades since sensors in the blades will not need to be replaced, and sensors positioned on the tower are easier to replace in the field.",org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,59.8909,10.5278,Sandvika,NO,9007254-1,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
Wind turbine blade vibration detection and radar calibration,9856860,utility,2018-01-02,"A wind turbine is provided, having a wind turbine tower and at least one rotatable blade, and further comprising a system for measuring rotor blade vibration of said wind turbine. The system comprises at least one Doppler radar unit operatively configured to emit and receive radar signals, the radar unit being mounted on the wind turbine tower at a position above the lowest position of the at least one blade, the radar unit being positioned so as to measure reflections of an emitted radar signal from the turbine blade. A processing unit is configured to receive measurement data from the radar unit and to determine, by analysis of Doppler shift in received radar signals relative to transmitted signals due to movement of the blade towards or away from the turbine tower, the velocity of the blade in the direction towards or away from the turbine tower. Using a radar unit to measure blade velocity allows a determination to be made of the vibrations occurring in the blade without needing an internal sensor in the blade. This reduces manufacturing and maintenance costs of the blades since sensors in the blades will not need to be replaced, and sensors positioned on the tower are easier to replace in the field.",org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,59.8909,10.5278,Sandvika,NO,9007254-1,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
Modular power conversion system,10122178,utility,2018-11-06,"A modular power conversion system and power electronics enabling any power production device or entity to connect to any load or electrical grid including, but not limited to, electricity conversion between low level producer(s) such as a diesel or gas generator, Stirling engine, wind turbine or photovoltaic array, to a consumer such as a commercial or residential building, either directly or via the grid, is disclosed. The modular power conversion system including hardware and software power electronics designed as a modular power stage aggregating different power production entities, transmission systems, consumption and loads as well as energy storage is also disclosed.",org_wJWMSNplpvHvHzYUflkk,US,42.9956,-71.4553,Manchester,43.0203,-71.6008,Goffstown,US,6536207-4,org_wJWMSNplpvHvHzYUflkk,DEKA Products Limited Partnership,2.0,822.0
"Wind turbine apparatus, systems and methods",8872375,utility,2014-10-28,A wind turbine is disclosed. The wind turbine includes comprising an inflatable portion comprising one or more blades and a device for rotatably driving the inflatable portion at a predetermined rate for a predetermined time.,org_wJWMSNplpvHvHzYUflkk,US,42.9956,-71.4553,Manchester,42.9464,-71.5164,Bedford,US,4137915-1,org_wJWMSNplpvHvHzYUflkk,DEKA Products Limited Partnership,2.0,822.0
System and method for operating a wind turbine,8890346,utility,2014-11-18,"A wind turbine system is disclosed. The system includes a controller configured to receive at least one output from at least one measurement device, an anemometer in communication with the system controller, the anemometer for measuring wind speed, a temperature sensor in communication with the system controller, the temperature sensor for measuring ambient temperature, a transmission, and a load cell coupled to the transmission and in communication with the system controller, the load cell configured to measure the torque output of the transmission, wherein the system controller receives wind speed, ambient temperature and load cell information and determines optimal power outputs of the wind turbine for a weather condition.",org_wJWMSNplpvHvHzYUflkk,US,42.9956,-71.4553,Manchester,42.7653,-71.4681,Nashua,US,6062023-6,org_wJWMSNplpvHvHzYUflkk,DEKA Products Limited Partnership,2.0,822.0
Method for controlling a wind turbine,9488158,utility,2016-11-08,A wind turbine is disclosed. The wind turbine includes comprising an inflatable portion comprising one or more blades and a device for rotatably driving the inflatable portion at a predetermined rate for a predetermined time.,org_wJWMSNplpvHvHzYUflkk,US,42.9956,-71.4553,Manchester,42.9464,-71.5164,Bedford,US,4137915-1,org_wJWMSNplpvHvHzYUflkk,DEKA Products Limited Partnership,2.0,822.0
Method for controlling a wind turbine,9938962,utility,2018-04-10,A wind turbine is disclosed. The wind turbine includes comprising an inflatable portion comprising one or more blades and a device for rotatably driving the inflatable portion at a predetermined rate for a predetermined time.,org_wJWMSNplpvHvHzYUflkk,US,42.9956,-71.4553,Manchester,42.9464,-71.5164,Bedford,US,4137915-1,org_wJWMSNplpvHvHzYUflkk,DEKA Products Limited Partnership,2.0,822.0
Micro wind cell,10138869,utility,2018-11-27,"Disclosed is a micro wind cell and a micro wind cell array for generation of power. The micro wind cell for generating wind power may comprise a rotor, an upper support and a lower support, a spacer rod, one or more bearings, a generator mount, a power generator and a rotor pin. The rotor further comprises a plurality of rotor blades and a through hole formed at the center of the rotor. The through hole is configured to receive a rotor pin. Further, the rotor blades are configured perpendicular to the direction of wind and the rotor rotates for generation of power. The micro wind cell array comprises one or more micro wind cells for generating power utilizing flow of wind from multiple directions along a wall, and a battery pack for storing the generated power. The micro wind cell array in isosceles quadrilateral shape may enable stacking of arrays.",per_KTuS3uvjPFwIgTEqprns,IN,19.7515,75.7139,Maharashtra,19.7515,75.7139,Maharashtra,IN,10138869-1,per_KTuS3uvjPFwIgTEqprns,,5.0,1.0
